"Time","city-pole-00001","event-store-00001","ngsi-ld-city-airqualityobserved-00001","ngsi-ld-city-crowdflowobserved-00001","ngsi-ld-city-device-00001","ngsi-ld-city-offstreetparking-00001","ngsi-ld-city-parkingspot-00001","ngsi-ld-city-streetlight-00001","ngsi-ld-city-trafficflowobserved-00001","ngsi-ld-city-weatherobserved-00001","s4city-city-neighborhood-00001","All Revisions"
1719021060000,9117.78,73411.44,9117.78,3826.02,undefined,56.1,56.1,undefined,11925.84,8925,9117.78,125553.84
1719021090000,9945,81014.52,9945,4590,undefined,66.3,66.3,undefined,13515,9690,9945,138777.12
1719021120000,10690.62,87909.72,10690.62,4851.12,undefined,76.5,76.5,undefined,14989.92,10455,10682.46,150422.46
1719021150000,11475,96649.08,11475,5565.12,undefined,86.7,86.7,undefined,16575,11220,11475,164607.6
1719021180000,12197.16,103057.74,12197.16,5866.02,undefined,96.9,96.9,0,18033.6,11985,12130.86,175661.34
1719021210000,13005,114283.86,13005,7650,2503.321,182.58,182.58,436.358,19635,12750,13005,196638.699
1719021240000,13770,124107.48,13770,9180,1754.161,257.04,259.08,374.239,21165,13515,13770,211921.999
1719021270000,14535,134543.1,14535,10710,1504.44,349.065,349.065,343.179,22695,14280,14535,228378.85
1719021300000,15300,142936.68,15300,12105.36,1379.58,425.14,425.14,324.543,24225,15045,15300,242766.443
1719021330000,16118.15,155039.41,16118.15,14174.287,1304.664,504.038,505.093,312.119,26476.198,16112.777,16118.15,262783.037
1719021360000,16868.15,165816.592,16868.15,15722.364,1254.72,581.579,581.579,303.245,27988.583,16862.795,16868.15,279715.907
1719021390000,17603.201,174903.383,17603.201,17252.316,1219.046,657.816,657.816,296.59,29499.843,17612.811,17567.965,294873.988
1719021420000,18368.15,183552.657,18368.15,18699.576,1192.29,734.887,734.887,291.413,31010.124,18362.826,18368.15,309683.111
1719021450000,19118.15,192499.59,19118.15,20314.315,1171.48,811.77,811.77,287.272,32519.548,19112.839,19118.15,324883.035
1719021480000,19868.15,201775.633,19868.15,21833.567,1154.832,888.49,888.49,283.883,34028.218,19862.852,19868.15,340320.415
1719021510000,20618.15,210987.115,20618.15,23364.155,1141.211,965.066,965.066,281.06,35536.221,20612.863,20618.15,355707.207
1719021540000,21368.15,219008.237,21368.15,24882.393,1129.86,1041.516,1041.516,278.671,37043.631,21362.874,21368.15,369893.147
1719021570000,22118.15,229531.628,22118.15,26410.313,1120.255,1117.854,1117.854,276.623,38550.513,22112.884,22118.15,386592.374
1719021600000,22868.15,237241.022,22868.15,27926.314,1112.023,1194.093,1194.093,274.848,40056.919,22862.893,22868.15,400466.656
1719021630000,23490.087,248449.292,23492.187,29319.938,1104.888,1270.244,1270.244,273.295,41562.898,23612.902,23486.938,417332.913
1719021660000,24368.15,257354.914,24368.15,30933.655,1098.645,1339.076,1339.076,271.925,43068.492,24362.91,24368.15,432873.144
1719021690000,25118.15,265196.381,25118.15,31449.058,1093.137,1347.938,1347.938,270.706,44573.736,25112.917,25112.917,445741.028
1719021720000,25868.15,271593.626,25868.15,31935.476,1088.24,1356.872,1356.872,269.617,46078.662,25862.924,25868.15,457146.74
1719021750000,26511.677,277956.117,26535.686,32203.382,1083.859,1365.873,1365.873,268.636,47510.229,26612.931,26487.669,467901.933
1719021780000,27368.15,285178.208,27368.15,32908.827,1079.916,1374.935,1374.935,267.748,49087.67,27362.937,27368.15,480739.626
1719021810000,28118.15,292586.013,28118.15,33347.285,1055.25,1384.052,1384.052,261.905,50591.799,28112.943,28118.15,493077.748
1719021840000,28848.384,299084.437,28848.384,33665.248,1055.25,1393.219,1393.219,261.905,52026.91,28862.949,28794.289,504234.194
1719021870000,29618.15,307903.013,29618.15,34373.227,1055.25,1402.433,1402.433,532.007,53599.404,29612.954,29618.15,518735.17
1719021900000,30288.206,314664.907,30291.321,34620.763,2140.842,1411.689,1411.689,530.687,55021.907,30362.959,30267.442,531012.413
1719021930000,31118.15,322061.443,31118.15,34930.668,3203.021,1410.723,1410.723,794.208,55837.67,31112.964,31118.15,544115.87
1719021960000,31868.15,328839.926,31868.15,35305.838,3195.446,1409.807,1409.807,792.524,56573.17,31862.968,31868.15,554993.936
1719021990000,32618.15,332496.995,32618.15,35562.781,3188.459,1414.061,1414.061,790.964,57309.36,32612.973,32618.15,562644.104
1719022020000,33368.15,340085.081,33368.15,35641.266,3181.995,1413.23,1413.23,789.515,58046.192,33362.977,33368.15,574037.935
1719022050000,34118.15,345614.792,34118.15,36036.685,3175.997,1412.439,1412.439,788.165,58783.623,34112.981,34117.116,583690.536
1719022080000,34854.719,350882.068,34856.786,36275.072,3170.415,1416.8,1416.8,786.904,59521.612,34862.984,34849.554,592893.714
1719022110000,35544.849,356196.986,35546.914,36443.5,3165.209,1416.077,1416.077,785.723,60260.124,35612.988,35540.719,601929.167
1719022140000,36295.93,361914.163,36295.93,36699.349,3160.341,1415.387,1420.497,784.616,60999.124,36362.991,36295.93,611644.257
1719022170000,36272.681,363051.594,36272.681,36695.297,3155.779,1419.834,1419.834,783.576,61139.466,36528.384,36272.681,613011.806
1719022200000,36250.381,362828.398,36250.381,36679.666,3151.496,1419.199,1419.199,782.596,61114.436,36505.927,36250.381,612652.061
1719022230000,36228.974,362614.13,36228.974,36664.673,3147.465,1418.591,1418.591,781.672,61090.407,36484.368,36228.974,612306.819
1719022260000,36208.406,362408.265,36208.406,36650.169,3143.667,1418.007,1418.007,780.799,61067.321,36463.655,36208.406,611975.108
1719022290000,36188.629,362210.318,36188.629,36629.362,3140.08,1417.447,1417.447,779.973,61045.122,36443.739,36188.629,611649.374
1719022320000,36169.598,362019.84,36169.598,36609.355,3136.689,1416.909,1416.909,779.19,61023.762,36424.574,36169.598,611336.021
1719022350000,36151.272,361836.417,36151.272,36590.103,3133.477,1416.391,1416.391,778.447,61003.192,36406.119,36151.272,611034.353
1719022380000,36133.613,361659.664,36133.613,36571.564,3130.43,1415.893,1415.893,777.741,60983.37,36388.335,36133.613,610743.728
